,CR1000X,3875,CR1000X.Std.02.00,CPU:NipikaV2.CR1X,54039,Table1,,,,,,,,,,,
TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp
2018-09-23 19:15,14.08,890.1193,10.88,0.147,80.2,9.84,11.37,10.75,0.304,0.325,106.8,0.304,110.3,59.45,211.3,215.5,-3.791
2018-09-23 19:30,14.11,890.1193,10.63,0.125,83.9,9.91,11.03,10.64,0.221,0.171,61.13,0.221,110.4,61.86,211.5,215.6,-3.803
2018-09-23 19:45,14.06,890.1193,11.1,0.326,77.71,9.98,12.87,12.31,0.207,0.259,16.8,0.207,20.11,54.29,211.1,215.4,-3.776
2018-09-23 20:00,13.93,890.1183,12.04,0.529,75,10.06,15.35,14.47,0.399,0.466,191.4,0.399,342.4,70.65,211,215.6,-5.036
2018-09-23 20:15,13.87,890.1045,12.4,0.275,67.13,10.13,14.53,13.42,0.507,0.305,90.8,0.507,129.5,82.7,211.1,215.8,-3.652
2018-09-23 20:30,13.92,890.1045,12.41,0.172,69.2,10.19,14.45,13.43,0.299,0.237,146.7,0.299,127.9,56.82,211.1,215.9,-4.081
2018-09-23 20:45,13.93,890.1045,12.18,0.072,66.68,10.26,13.25,12.63,0.105,0.181,50.12,0.105,48.67,10.75,211.2,215.9,-4.102
2018-09-23 21:00,13.93,890.0809,12.52,0.166,64.26,10.33,14.19,13.53,0.119,0.238,8.09,0.119,109.4,39.61,211,215.8,-4.129
2018-09-23 21:15,13.97,889.751,12.34,0.095,65.31,10.39,12.97,12.56,0.082,0.118,159.1,0.082,169.7,49.05,211.2,216,-4.078
2018-09-23 21:30,13.98,889.751,12.47,0.135,69.5,10.46,13.53,13.19,0.37,0.472,275,0.37,299.9,22.67,211.3,216.1,-4.184
2018-09-23 21:45,14.05,889.751,11.14,0.509,66.17,10.52,12.27,11.87,1.369,0.517,319.8,1.369,304.1,58.45,211.6,215.9,-4.232
2018-09-23 22:00,14.11,889.7878,10.56,0.085,69.06,10.58,11.95,11.72,1.221,0.656,15.49,1.221,316,40.38,212,216,-4.598
2018-09-23 22:15,14.12,890.3029,10.19,0.168,75.65,10.63,11.46,11.24,1.033,0.475,255.6,1.033,299.3,40.48,212.2,216.2,-4.386
2018-09-23 22:30,14.14,890.3029,9.87,0.218,76.8,10.68,11.05,10.81,0.826,0.442,325.1,0.826,313.9,34.5,212.1,215.9,-4.351
2018-09-23 22:45,14.12,890.3029,10.1,0.097,76.12,10.73,11.04,10.83,0.484,0.374,311.4,0.484,306.8,31.15,211.9,215.8,-3.885
2018-09-23 23:00,14.11,890.2917,10.07,0.042,74.5,10.77,10.47,10.14,0.039,0.078,171.9,0.039,327.5,36.02,212,215.8,-4.157
2018-09-23 23:15,14.12,890.1334,10.1,0.033,77.92,10.81,10.35,10.13,0.007,0.027,19.4,0.007,33.24,0,211.9,215.7,-3.803
2018-09-23 23:30,14.11,890.1334,10.2,0.028,74.06,10.84,10.62,10.44,0.002,0.008,351.5,0.002,335.8,0.005,212,215.9,-4.071
2018-09-23 23:45,14.12,890.1334,10.33,0.093,72.92,10.88,10.33,10.23,0.001,0.005,234.4,0.001,284.4,19.5,211.9,215.9,-4.225
2018-09-24 0:00,13.92,890.1329,10.23,0.197,80.3,10.91,9.81,9.74,0.044,0.093,284.3,0.044,277.7,4.507,212,215.9,-4.183
2018-09-24 0:15,13.77,890.1256,9.57,0.127,83.6,10.93,9.02,8.96,0,0,284.4,0,0,0,212.2,215.9,-4.027
2018-09-24 0:30,14.66,890.1256,9.7,0.129,81.5,10.95,9.73,9.67,0.023,0.053,183,0.023,182.7,0.39,212.1,215.9,-4.017
2018-09-24 0:45,14.34,890.1256,9.97,0.03,82.9,10.97,10.02,9.93,0.115,0.133,316.2,0.115,21.19,69.92,212,215.9,-4.119
2018-09-24 1:00,13.39,890.1301,9.71,0.137,85.9,10.98,9.28,9.23,0.046,0.096,97,0.046,76.9,30.12,212.2,215.9,-4.177
2018-09-24 1:15,13.26,890.194,9.22,0.073,87.2,10.99,8.6,8.57,0,0,96.5,0,0,0,212.4,216,-4.173
2018-09-24 1:30,13.22,890.194,8.94,0.091,90.8,11,8.3,8.26,0,0,96.6,0,0,0,212.6,216,-4.418
2018-09-24 1:45,13.2,890.194,8.59,0.098,95.7,11,7.995,7.937,0.009,0.023,110,0.009,235.6,33.18,212.5,215.8,-3.896
2018-09-24 2:00,13.17,890.2236,8.08,0.144,97.7,11,7.233,7.288,0,0,110.3,0,0,0,212.4,215.5,-3.755
2018-09-24 2:15,13.15,890.6379,7.687,0.09,98.4,10.99,6.731,6.804,0.104,0.187,101.9,0.104,267.3,2.302,212.6,215.5,-3.785
2018-09-24 2:30,13.16,890.6379,7.39,0.06,98.9,10.99,6.613,6.661,0,0,254.8,0,0,0,212.7,215.6,-3.763
2018-09-24 2:45,13.15,890.6379,7.379,0.06,98.6,10.98,7.089,7.064,0.147,0.171,247.6,0.147,357.1,39.36,212.7,215.6,-3.495
2018-09-24 3:00,13.13,890.6885,7.707,0.076,94.1,10.97,7.042,7.013,0.242,0.3,320.1,0.242,323.3,32.69,212.7,215.7,-3.803
2018-09-24 3:15,13.12,891.3973,7.461,0.118,94.2,10.95,6.405,6.421,0.19,0.248,284.4,0.19,297.4,24.19,212.9,215.7,-3.997
2018-09-24 3:30,13.12,891.3973,7.031,0.099,96.7,10.93,5.923,5.961,0.013,0.044,291.8,0.013,301.2,24.75,213.1,215.8,-4.23
2018-09-24 3:45,13.12,891.3973,6.809,0.045,96.9,10.91,5.74,5.817,0,0,5.051,0,0,0,213.2,215.8,-3.994
2018-09-24 4:00,13.1,891.4006,6.48,0.143,97.9,10.88,4.895,5.219,0,0,83.1,0,0,0,213.4,215.9,-4.101
2018-09-24 4:15,13.09,891.4466,6,0.094,99,10.86,4.386,4.628,0.007,0.025,83.1,0.007,83.1,0,213.5,215.8,-3.864
2018-09-24 4:30,13.1,891.4466,5.749,0.074,99.2,10.83,3.941,4.262,0,0,83,0,0,0,213.6,215.8,-4.246
2018-09-24 4:45,13.1,891.4466,5.269,0.173,99.2,10.8,2.986,3.374,0.008,0.03,83,0.008,83.3,0.004,213.9,215.9,-4.355
2018-09-24 5:00,13.08,891.4551,4.689,0.153,99.4,10.77,2.063,2.475,0,0,83.3,0,0,0,214.1,216,-4.163
2018-09-24 5:15,13.07,891.5745,4.361,0.066,99.7,10.73,1.876,2.272,0,0,83.1,0,0,0,214.2,216,-4.194
2018-09-24 5:30,13.08,891.5745,4.196,0.086,99.8,10.69,2.21,2.367,0.009,0.03,83.4,0.009,83.4,0.013,214.3,216,-4.225
2018-09-24 5:45,13.08,891.5745,4.118,0.04,99.9,10.65,2.559,2.703,0.012,0.044,248.5,0.012,248.5,0,214.3,215.9,-4.153
2018-09-24 6:00,13.07,891.5896,4.066,0.035,100,10.61,3.141,3.169,0.016,0.06,248.4,0.016,248.5,0.005,214.2,215.8,-3.879
2018-09-24 6:15,13.06,891.8005,4.159,0.07,100,10.57,3.546,3.547,0.007,0.017,273.9,0.007,250.4,0.554,214.1,215.8,-3.981
2018-09-24 6:30,13.07,891.8005,4.305,0.107,100,10.52,3.737,3.696,0,0,273.5,0,0,0,214.1,215.8,-3.928
2018-09-24 6:45,13.07,891.8005,4.32,0.028,100,10.47,3.771,3.762,0.004,0.01,273.5,0.004,273.4,0.019,214.1,215.8,-4.039
2018-09-24 7:00,13.05,891.8138,4.449,0.067,100,10.42,4.102,4.061,0.002,0.007,273.6,0.002,273.5,0,214.1,215.8,-3.985
2018-09-24 7:15,13.04,892.0006,4.646,0.057,100,10.37,4.304,4.262,0.011,0.022,276.9,0.011,275.1,0.89,214,215.8,-4.063
2018-09-24 7:30,13.05,892.0006,4.798,0.035,99.9,10.32,4.423,4.41,0.01,0.022,10.6,0.01,279.1,30.56,213.9,215.8,-4.138
2018-09-24 7:45,13.06,892.0006,4.851,0.033,99.5,10.27,4.318,4.31,0.042,0.096,251,0.042,282.7,10.87,214,215.9,-4.119
2018-09-24 8:00,13.04,892.0214,4.923,0.039,98.9,10.23,4.518,4.51,0.175,0.157,292,0.175,286.5,5.553,213.9,215.9,-4.125
2018-09-24 8:15,13.03,892.3117,4.908,0.039,98.8,10.18,4.36,4.345,0,0,292,0,0,0,214,215.9,-4.124
2018-09-24 8:30,13.04,892.3117,4.763,0.044,99,10.14,4.033,4.047,0,0,292,0,0,0,214.1,215.9,-4.175
2018-09-24 8:45,13.05,892.3117,4.748,0.036,98.9,10.1,4.13,4.147,0,0,348.1,0,0,0,214,215.9,-4.057
2018-09-24 9:00,13.03,892.3293,4.764,0.017,98.7,10.06,4.101,4.127,0,0,35.35,0,0,0,214,215.9,-4.023
2018-09-24 9:15,13.02,892.5762,4.683,0.042,98.8,10.02,3.995,4.061,0.01,0.026,34.61,0.01,30.36,1.526,214.1,215.9,-4.118
2018-09-24 9:30,13.03,892.5762,4.507,0.039,99,9.98,3.961,3.981,0,0,34.57,0,0,0,214.1,215.9,-4.107
2018-09-24 9:45,13.04,892.5762,4.556,0.078,97.9,9.94,3.995,3.994,0.022,0.058,267.1,0.022,309.9,9.66,214,215.8,-4.133
2018-09-24 10:00,13.02,892.5912,4.701,0.042,97,9.91,3.992,4.008,0.007,0.024,324.5,0.007,324.1,0,214,215.8,-3.978
2018-09-24 10:15,13.01,892.8008,4.725,0.063,96,9.87,3.868,3.912,0.011,0.035,317.5,0.011,13.35,4.847,214,215.8,-4.171
2018-09-24 10:30,13.03,892.8008,4.436,0.134,98.5,9.84,3.497,3.637,0,0,317.6,0,0,0,214.2,215.9,-4.057
2018-09-24 10:45,13.03,892.8008,4.081,0.102,98.8,9.8,3.108,3.194,0,0,316.9,0,0,0,214.3,215.9,-4.118
2018-09-24 11:00,13.01,892.8348,4.232,0.222,93.8,9.77,3.574,3.587,0.106,0.182,352.4,0.106,324.7,33.31,214.2,215.8,-4.287
2018-09-24 11:15,13,893.3099,4.432,0.103,97.3,9.74,3.666,3.672,0.006,0.015,106.8,0.006,359.8,32.87,214.3,216,-4.222
2018-09-24 11:30,13.02,893.3099,4.057,0.146,98.2,9.71,2.799,2.939,0,0,275.9,0,0,0,214.4,216,-4.191
2018-09-24 11:45,13.02,893.3099,3.667,0.05,99,9.67,2.318,2.513,0,0,82.8,0,0,0,214.6,216,-4.225
2018-09-24 12:00,13.01,893.3275,3.568,0.041,99.3,9.64,2.329,2.422,0,0,82.7,0,0,0,214.6,216,-4.259
2018-09-24 12:15,13,893.5729,3.385,0.064,99.5,9.61,2.049,2.182,0,0,82.5,0,0,0,214.7,216,-4.249
2018-09-24 12:30,13.01,893.5729,3.243,0.122,99.4,9.58,1.92,2.078,0,0,82.7,0,0,0,214.8,216,-4.234
2018-09-24 12:45,13.01,893.5729,3.002,0.018,99.7,9.55,2.107,2.167,0,0,82.8,0,0,0,214.8,216,-4.202
2018-09-24 13:00,13,893.5832,2.953,0.051,99.7,9.52,2.14,2.156,0,0,82.6,0,0,0,214.8,216,-4.12
2018-09-24 13:15,12.99,893.7285,2.933,0.037,99.8,9.48,2.176,2.204,0,0,83,0,0,0,214.8,216,-4.192
2018-09-24 13:30,13,893.7285,2.841,0.027,99.8,9.45,2.2,2.214,0,0,82.9,0,0,0,214.9,216,-4.181
2018-09-24 13:45,13,893.7285,2.74,0.032,99.8,9.42,2.088,2.112,0,0,82.9,0,0,0,214.9,216,-4.171
2018-09-24 14:00,12.99,893.7562,2.667,0.033,99.9,9.38,2.262,2.225,0,0,83.2,0,0,0,214.9,215.9,-4.155
2018-09-24 14:15,13,894.1449,2.905,0.093,99.9,9.35,2.808,2.746,0,0,83.2,0,0,0,214.8,215.9,-4.134
2018-09-24 14:30,13.04,894.1449,3.016,0.06,99.9,9.32,3.044,2.976,0,0,83,0,0,0,214.7,215.9,-4.059
2018-09-24 14:45,13.07,894.1449,3.345,0.124,99.9,9.28,3.491,3.425,0,0,82.9,0,0,0,214.5,215.8,-4.069
2018-09-24 15:00,13.13,894.1869,3.69,0.128,99.5,9.25,4.01,3.914,0,0,82.9,0,0,0,214.4,215.8,-4.079
2018-09-24 15:15,13.27,894.7748,4.176,0.156,96.2,9.22,4.665,4.483,0.113,0.207,196.2,0.113,110,56.75,214.2,215.8,-4.047
2018-09-24 15:30,13.43,894.7748,4.667,0.149,93.6,9.19,4.962,4.758,0.033,0.12,326.9,0.033,283.5,11.87,214.1,215.9,-4.074
2018-09-24 15:45,13.55,894.7748,5.055,0.124,89.5,9.16,5.331,5.12,0.019,0.036,67.82,0.019,237.7,10.24,213.9,215.9,-4.012
2018-09-24 16:00,14.11,894.7839,5.479,0.114,82.6,9.13,5.379,5.104,0.081,0.101,73.81,0.081,355.2,45.17,213.7,215.8,-4.095
2018-09-24 16:15,14.73,894.9101,6.088,0.344,76.83,9.11,5.941,5.812,0,0,96.2,0,0,0,213.4,215.8,-4.348
2018-09-24 16:30,14.75,894.9101,7.429,0.189,72.44,9.09,8.22,7.951,0.432,0.377,219.6,0.432,156.1,62.71,213.2,216.1,-4.315
2018-09-24 16:45,14.69,894.9101,8.16,0.548,64.03,9.07,10.21,10.04,0.217,0.4,0.039,0.217,99,50.56,212.8,216,-4.243
2018-09-24 17:00,14.57,894.9164,9.13,0.266,61.12,9.06,12.71,12.73,0.369,0.274,154.6,0.369,76.11,62.41,212.6,216.2,-4.559
2018-09-24 17:15,14.52,895.0059,9.84,0.378,57.09,9.06,14.09,14.23,0.531,0.365,59.78,0.531,71,73.85,212.8,216.6,-4.486
2018-09-24 17:30,14.45,895.0059,11.3,0.204,48.45,9.06,17.39,17.28,0.715,0.338,284.8,0.715,21.67,50.86,212.4,216.7,-4.565
2018-09-24 17:45,14.44,895.0059,11.64,0.261,47.3,9.07,17.93,17.78,0.829,0.354,44.77,0.829,28.12,54.04,212,216.5,-4.673
2018-09-24 18:00,14.38,894.9957,11.85,0.213,45.38,9.08,17.41,17.29,0.499,0.272,42.7,0.499,14.97,93,212,216.5,-4.554
2018-09-24 18:15,13.8,894.8516,11.84,0.189,46.7,9.11,17.95,17.67,1.013,0.485,341.7,1.013,42.08,66.33,211.8,216.3,-4.702
2018-09-24 18:30,13.8,894.8516,12.53,0.269,44.24,9.15,19.12,18.67,0.744,0.505,328.4,0.744,306.5,81.9,211.8,216.6,-5.494
2018-09-24 18:45,13.74,894.8516,13.07,0.38,41.33,9.21,20.34,20.11,0.472,0.33,347,0.472,47.63,79.39,210.9,215.9,-3.488
2018-09-24 19:00,13.68,894.8322,13.75,0.339,38.93,9.29,21.03,20.43,0.826,0.353,286.1,0.826,7.797,73.54,210.8,216,-4.024
2018-09-24 19:15,13.75,894.5603,13.68,0.43,42.87,9.37,17.94,17.42,0.703,0.355,308.5,0.703,343.4,67.57,211.2,216.4,-4.607
2018-09-24 19:30,13.85,894.5603,13.04,0.133,43.77,9.47,16.86,16.4,0.585,0.408,352.1,0.585,284.9,47.59,211.3,216.3,-4.321
2018-09-24 19:45,13.89,894.5603,12.95,0.097,44.5,9.57,15.16,14.77,0.313,0.242,261.4,0.313,325,77.4,211.8,216.7,-4.629
2018-09-24 20:00,13.95,894.5693,12.89,0.066,42.81,9.68,14.44,14.13,0.314,0.273,50.34,0.314,12.31,71.19,211.6,216.5,-5.322
2018-09-24 20:15,13.98,894.6956,12.98,0.208,50.26,9.78,14.81,14.49,0.378,0.34,61.32,0.378,300.7,42.29,211.5,216.4,-4.33
2018-09-24 20:30,13.99,894.6956,12.79,0.051,47.68,9.89,13.97,13.75,0.383,0.29,326.1,0.383,294.7,46.87,211.8,216.7,-4.751
2018-09-24 20:45,13.99,894.6956,12.9,0.145,44.14,9.99,14.55,14.31,0.324,0.237,310.2,0.324,304.1,59.86,211.7,216.6,-4.922
2018-09-24 21:00,13.93,894.6892,13.99,0.276,42.49,10.09,17.95,17.55,0.423,0.204,167.4,0.423,330.7,55.99,211.2,216.5,-4.261
2018-09-24 21:15,13.86,894.5986,14.4,0.173,40.45,10.18,18.17,17.74,0.769,0.377,8.11,0.769,42.5,65.59,211.2,216.7,-5.344
2018-09-24 21:30,13.87,894.5986,14.44,0.375,36.03,10.27,16.91,16.93,0.685,0.405,294.7,0.685,344.8,58.79,211.1,216.6,-5.024
2018-09-24 21:45,13.89,894.5986,14.93,0.739,35.48,10.34,17.34,17.18,0.612,0.497,341.9,0.612,279.5,74.78,210.9,216.6,-6.016
2018-09-24 22:00,13.81,894.5893,15.28,0.507,36.48,10.42,17.41,17.16,0.542,0.278,124.7,0.542,358.3,70.82,210.8,216.6,-4.04
2018-09-24 22:15,13.85,894.4584,14.81,0.223,39.23,10.49,16.67,16.35,0.656,0.468,340.2,0.656,318,66.35,211,216.7,-5.481
2018-09-24 22:30,13.81,894.4584,15.68,0.555,34.87,10.56,18.57,17.66,0.615,0.227,278.7,0.615,6.205,70.03,210.5,216.5,-5.686
2018-09-24 22:45,13.75,894.4584,15.89,0.319,33.59,10.64,18.11,17.57,1.329,0.634,224.7,1.329,270.2,51.5,210.6,216.6,-4.701
2018-09-24 23:00,13.8,894.4733,15.1,0.208,35.82,10.71,16.47,16.41,1.249,0.613,20.46,1.249,357,56.53,211.2,216.9,-5.832
2018-09-24 23:15,13.91,894.6808,14.03,0.211,40.08,10.78,14.57,14.5,1.017,0.38,327,1.017,307.9,30.68,211.9,217.2,-5.332
2018-09-24 23:30,13.9,894.6808,12.46,0.837,56.46,10.86,11.81,11.88,1.201,0.564,255.1,1.201,314.6,76.25,212.1,216.9,-4.285
2018-09-24 23:45,13.4,894.6808,10.35,0.829,82.7,10.94,9.51,9.49,1.679,0.713,53.63,1.679,308.8,49.43,212,216,-3.65
2018-09-25 0:00,14.08,894.8008,7.732,0.17,92.6,11.02,7.802,7.576,0.623,0.485,234.1,0.623,268.8,50.88,212.4,215.4,-3.749
2018-09-25 0:15,13.48,896.4794,7.29,0.16,96,11.09,6.725,6.588,0.101,0.161,211.7,0.101,262.8,10.24,212.7,215.5,-3.822
2018-09-25 0:30,13.39,896.4794,6.83,0.125,96,11.15,5.707,5.707,0.057,0.106,116.5,0.057,208.7,17.18,213,215.6,-3.885
2018-09-25 0:45,13.37,896.4794,6.231,0.134,98.4,11.2,5.333,5.289,0,0,65.55,0,0,0,213.2,215.7,-3.944
2018-09-25 1:00,13.41,896.489,6.644,0.188,97.6,11.24,6.804,6.651,0.022,0.034,313.1,0.022,349.4,17.84,213,215.6,-3.874
2018-09-25 1:15,13.28,896.623,6.783,0.051,96.7,11.26,6.452,6.342,0.003,0.011,307.5,0.003,287.5,9.47,213,215.6,-3.886
2018-09-25 1:30,13.24,896.623,6.432,0.103,98.4,11.28,5.711,5.7,0,0,307.8,0,0,0,213.2,215.7,-3.95
2018-09-25 1:45,13.2,896.623,6.29,0.098,98.3,11.28,6.012,5.919,0.102,0.166,31.21,0.102,21.18,12.12,213.3,215.7,-3.967
2018-09-25 2:00,13.18,896.6838,6.445,0.017,98,11.27,6.31,6.222,0.078,0.101,328.5,0.078,320.8,32.48,213.2,215.7,-3.762
2018-09-25 2:15,13.16,897.5349,6.438,0.047,97.2,11.26,6.151,6.074,0.072,0.106,85.6,0.072,2.274,41.51,213,215.5,-3.871
2018-09-25 2:30,13.16,897.5349,5.888,0.237,98.7,11.24,4.657,4.73,0.083,0.127,70.49,0.083,72.31,2.73,213.4,215.7,-3.741
2018-09-25 2:45,13.15,897.5349,5.32,0.132,99.1,11.22,3.566,3.759,0,0,70.44,0,0,0,213.5,215.5,-3.994
2018-09-25 3:00,13.13,897.5466,4.974,0.036,99.5,11.19,3.879,3.935,0,0,70.14,0,0,0,213.6,215.6,-3.693
2018-09-25 3:15,13.12,897.7108,5.273,0.18,99.8,11.16,5.023,4.968,0.02,0.07,344.6,0.02,303,12.99,213.4,215.5,-3.615
2018-09-25 3:30,13.12,897.7108,5.481,0.1,99.2,11.12,4.626,4.726,0.01,0.031,51.45,0.01,2.828,16.3,213.4,215.5,-3.811
2018-09-25 3:45,13.12,897.7108,5.129,0.097,99.3,11.08,3.781,3.963,0,0,51.88,0,0,0,213.6,215.6,-3.775
2018-09-25 4:00,13.1,897.7481,5.044,0.062,99.6,11.04,4.465,4.462,0,0,288.6,0,0,0,213.6,215.5,-3.793
2018-09-25 4:15,13.09,898.2704,5.1,0.024,99.6,11,4.682,4.657,0,0,253.8,0,0,0,213.6,215.6,-3.787
2018-09-25 4:30,13.1,898.2704,4.983,0.047,99.6,10.95,4.666,4.645,0,0,141.8,0,0,0,213.6,215.6,-3.764
2018-09-25 4:45,13.1,898.2704,4.851,0.044,99.6,10.91,4.391,4.365,0,0,141.9,0,0,0,213.7,215.6,-3.815
2018-09-25 5:00,13.09,898.3133,4.605,0.097,99.5,10.86,4.18,4.163,0,0,142.3,0,0,0,213.8,215.6,-3.761
2018-09-25 5:15,13.07,898.9145,4.441,0.036,99.6,10.81,3.698,3.777,0,0,58.8,0,0,0,213.8,215.6,-3.796
2018-09-25 5:30,13.08,898.9145,3.92,0.236,99.4,10.76,2.42,2.648,0,0,58.9,0,0,0,214.1,215.6,-3.751
2018-09-25 5:45,13.08,898.9145,3.238,0.196,99.4,10.72,1.331,1.568,0,0,58.82,0,0,0,214.3,215.5,-3.619
2018-09-25 6:00,13.07,898.9332,2.824,0.07,99.6,10.67,0.673,1.025,0,0,58.8,0,0,0,214.4,215.5,-3.867
2018-09-25 6:15,13.06,899.1942,2.761,0.05,99.8,10.62,2.035,2.055,0,0,58.88,0,0,0,214.4,215.5,-3.775
2018-09-25 6:30,13.07,899.1942,2.792,0.025,99.9,10.58,2.177,2.207,0,0,58.8,0,0,0,214.4,215.5,-3.82
2018-09-25 6:45,13.07,899.1942,2.493,0.098,99.8,10.53,1.34,1.419,0,0,58.76,0,0,0,214.5,215.5,-3.796
2018-09-25 7:00,13.05,899.1848,2.389,0.045,99.9,10.48,1.431,1.487,0,0,58.8,0,0,0,214.6,215.5,-3.781
2018-09-25 7:15,13.04,899.054,2.332,0.066,100,10.43,1.593,1.603,0,0,58.68,0,0,0,214.6,215.5,-3.758
2018-09-25 7:30,13.05,899.054,2.181,0.07,100,10.37,1.003,1.062,0,0,58.77,0,0,0,214.7,215.6,-3.8
2018-09-25 7:45,13.05,899.054,2.02,0.072,100,10.32,0.634,0.686,0,0,58.53,0,0,0,214.9,215.6,-3.703
2018-09-25 8:00,13.04,899.0829,1.985,0.038,100,10.27,1.133,1.196,0,0,58.34,0,0,0,214.8,215.5,-3.807
2018-09-25 8:15,13.03,899.4872,1.844,0.049,100,10.21,1.763,1.701,0,0,58.6,0,0,0,214.8,215.5,-3.762
2018-09-25 8:30,13.04,899.4872,1.972,0.04,100,10.16,1.999,1.894,0.027,0.064,58.52,0.027,58.38,0.036,214.7,215.5,-3.742
2018-09-25 8:45,13.04,899.4872,1.907,0.137,100,10.11,1.181,1.17,0,0,58.53,0,0,0,214.8,215.6,-3.815
2018-09-25 9:00,13.03,899.492,1.56,0.042,100,10.06,1.139,1.115,0,0,58.54,0,0,0,214.9,215.6,-3.753
2018-09-25 9:15,13.02,899.5593,1.778,0.155,100,10,1.328,1.251,0.016,0.038,31.54,0.016,317,20.81,214.8,215.5,-3.665
2018-09-25 9:30,13.03,899.5593,2.039,0.015,100,9.95,1.769,1.72,0.015,0.042,293.6,0.015,343.9,25.46,214.7,215.5,-3.795
2018-09-25 9:45,13.03,899.5593,1.998,0.076,100,9.9,2.049,1.957,0.012,0.043,255.8,0.012,243,1.8,214.8,215.6,-3.947
2018-09-25 10:00,13.02,899.5884,1.841,0.011,100,9.85,1.873,1.781,0.001,0.003,274.5,0.001,318.1,22.33,214.9,215.6,-3.794
2018-09-25 10:15,13.01,899.996,1.807,0.074,100,9.8,1.845,1.754,0.019,0.026,108.6,0.019,270,32.1,214.9,215.6,-3.775
2018-09-25 10:30,13.02,899.996,1.657,0.098,100,9.75,1.739,1.639,0.015,0.034,214.5,0.015,213.9,4.06,214.9,215.6,-3.807
2018-09-25 10:45,13.02,899.996,1.34,0.071,100,9.7,1.474,1.373,0,0,316.5,0,0,0,215.1,215.7,-3.964
2018-09-25 11:00,13.01,900.0267,1.286,0.023,100,9.66,1.424,1.309,0.014,0.032,256.6,0.014,300.6,10.22,215.1,215.6,-3.792
2018-09-25 11:15,13,900.4575,1.106,0.161,100,9.61,1.374,1.23,0.082,0.172,253.9,0.082,242.1,6.296,215.1,215.6,-3.877
2018-09-25 11:30,13.01,900.4575,0.963,0.028,100,9.57,1.257,1.104,0.016,0.048,271.8,0.016,238.6,2.447,215.2,215.6,-3.778
2018-09-25 11:45,13.01,900.4575,0.774,0.053,100,9.53,1.044,0.894,0.122,0.161,219.8,0.122,255.7,12.48,215.3,215.6,-3.745
2018-09-25 12:00,13,900.4598,0.89,0.059,100,9.49,1.133,1.017,0.013,0.034,287.9,0.013,298,3.649,215.3,215.7,-3.805
2018-09-25 12:15,12.99,900.4922,1.007,0.022,100,9.45,1.224,1.115,0,0,190.2,0,0,0,215.2,215.6,-3.819
2018-09-25 12:30,13,900.4922,0.99,0.016,100,9.41,1.205,1.11,0,0,142.4,0,0,0,215.3,215.7,-3.92
2018-09-25 12:45,13,900.4922,0.984,0.039,100,9.37,1.161,1.049,0.008,0.021,108.1,0.008,127.5,9.75,215.3,215.6,-3.795
2018-09-25 13:00,12.99,900.5076,0.833,0.06,100,9.34,0.997,0.873,0.013,0.046,203.6,0.013,83.7,35.7,215.3,215.6,-3.741
2018-09-25 13:15,12.98,900.7224,0.776,0.026,100,9.3,0.925,0.818,0,0,177.2,0,0,0,215.4,215.7,-3.817
2018-09-25 13:30,12.99,900.7224,0.73,0.031,100,9.26,0.808,0.72,0,0,177.1,0,0,0,215.4,215.7,-3.822
2018-09-25 13:45,12.99,900.7224,0.655,0.023,100,9.23,0.73,0.627,0,0,177,0,0,0,215.4,215.7,-3.822
2018-09-25 14:00,12.98,900.7343,0.647,0.013,100,9.2,0.745,0.644,0,0,177,0,0,0,215.4,215.7,-4.062
2018-09-25 14:15,13,900.9003,0.66,0.02,100,9.16,0.748,0.642,0.002,0.005,219.7,0.002,177.3,0.037,215.4,215.7,-3.836
2018-09-25 14:30,13.05,900.9003,0.706,0.105,100,9.13,1.035,0.907,0.005,0.02,292.7,0.005,237.1,0,215.4,215.7,-3.941
2018-09-25 14:45,13.14,900.9003,1.015,0.084,100,9.1,1.621,1.482,0,0,87.5,0,0,0,215.3,215.7,-3.938
2018-09-25 15:00,13.22,900.9095,1.376,0.154,100,9.07,2.135,1.935,0.018,0.036,236,0.018,124.7,21.6,215.1,215.7,-3.973
2018-09-25 15:15,13.32,901.04,1.676,0.083,100,9.04,2.699,2.438,0.089,0.137,159.5,0.089,221.8,17.97,215,215.7,-4.076
2018-09-25 15:30,13.57,901.04,2.016,0.136,100,9.01,3.31,3.058,0.051,0.095,36.78,0.051,179.3,11.19,214.9,215.7,-3.816
2018-09-25 15:45,13.98,901.04,2.492,0.125,100,8.98,3.642,3.382,0.103,0.119,222,0.103,122.2,56.34,214.8,215.8,-4.25
2018-09-25 16:00,14.72,901.0547,2.945,0.156,100,8.95,4.356,4.039,0.081,0.121,205.5,0.081,176.9,53.68,214.7,215.8,-4.325
