,CR1000X,3875,CR1000X.Std.02.00,CPU:NipikaV2.CR1X,54039,Table1,,,,,,,,,,,
TIMESTAMP,BattV_Avg,BP_hPa_Avg,AirTC_Avg,AirTC_Std,RH,T109_C_1_Avg,T109_C_2_Avg,T109_C_3_Avg,WS_ms_Avg,WS_ms_Std,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,DT_W_Avg,TCDT_W_Avg,DBTCDT_W
UTC,Volts,hPa,Deg C,Deg C,%,Deg C,Deg C,Deg C,meters/second,meters/second,degrees,meters/second,Deg,Deg,cm,cm,cm
,Avg,Avg,Avg,Std,Smp,Avg,Avg,Avg,Avg,Std,Smp,WVc,WVc,WVc,Avg,Avg,Smp
2019-01-17 21:30,14.72,883.9069,-4.217,0.132,79.98,0.052,-3.889,-3.878,0,0.002,26.71,0,26.78,0,191.9,190.4,22.19
2019-01-17 21:45,14.72,883.9069,-4.616,0.093,85.8,0.052,-3.83,-4.253,0.002,0.009,26.63,0.002,26.61,0.004,191.6,190,21.56
2019-01-17 22:00,14.61,883.8895,-4.748,0.061,87.1,0.052,-3.744,-4.025,0.031,0.081,338.5,0.031,333.6,0.827,190.9,189.2,22.45
2019-01-17 22:15,14.69,883.6475,-4.542,0.06,87.1,0.051,-3.659,-3.823,0.041,0.085,0.18,0.041,29.75,9.43,192.1,190.5,20.67
2019-01-17 22:30,14.72,883.6475,-4.316,0.096,86.4,0.051,-3.573,-3.459,0.008,0.025,354.5,0.008,357.3,1.039,192.1,190.6,22.5
2019-01-17 22:45,14.72,883.6475,-4.14,0.027,86.7,0.051,-3.508,-3.438,0.003,0.009,3.232,0.003,2.165,0,190.5,189,22.95
2019-01-17 23:00,14.46,883.6569,-4.192,0.08,88.6,0.05,-3.474,-3.765,0.003,0.009,3.255,0.003,3.269,0.004,190.3,188.9,22.76
2019-01-17 23:15,13.87,883.7878,-4.357,0.024,89.2,0.05,-3.448,-4.253,0,0,3.223,0,0,0,191.5,189.9,20.32
2019-01-17 23:30,13.8,883.7878,-4.336,0.029,89.4,0.05,-3.422,-4.506,0,0,2.989,0,0,0,193.6,192,19.15
2019-01-17 23:45,13.72,883.7878,-4.453,0.078,91.4,0.05,-3.4,-4.744,0,0,2.989,0,0,0,191.8,190.2,23.08
2019-01-18 0:00,13.61,883.7913,-4.593,0.024,91.6,0.049,-3.38,-5.143,0,0,2.983,0,0,0,189.8,188.2,23.79
2019-01-18 0:15,13.51,883.8407,-4.801,0.161,94.1,0.049,-3.364,-6.903,0,0,2.983,0,0,0,189.7,188,23.7
2019-01-18 0:30,13.46,883.8407,-5.652,0.266,95.7,0.049,-3.36,-9.65,0,0,3.007,0,0,0,190,188,23.79
2019-01-18 0:45,13.4,883.8407,-6.442,0.21,95.7,0.049,-3.379,-11.04,0,0,3.008,0,0,0,190.3,188.1,23.75
2019-01-18 1:00,13.34,883.8553,-7.068,0.151,95.1,0.048,-3.424,-11.46,0,0,3.007,0,0,0,190.5,188,23.73
2019-01-18 1:15,13.27,884.0593,-7.43,0.05,95.2,0.048,-3.491,-10.25,0,0,3.002,0,0,0,190.6,188,23.88
2019-01-18 1:30,13.25,884.0593,-7.448,0.021,94.5,0.048,-3.564,-9.12,0,0,3.04,0,0,0,190.7,188.1,23.57
2019-01-18 1:45,13.22,884.0593,-7.506,0.017,94.5,0.048,-3.634,-8.98,0,0,3.041,0,0,0,190.8,188.1,23.76
2019-01-18 2:00,13.18,884.071,-7.532,0.028,94.4,0.048,-3.697,-8.91,0,0,3.033,0,0,0,190.7,188,23.64
2019-01-18 2:15,13.13,884.234,-7.54,0.018,93.7,0.047,-3.753,-8.51,0,0,3.054,0,0,0,190.9,188.3,23.45
2019-01-18 2:30,13.12,884.234,-7.631,0.028,94.7,0.047,-3.8,-9.01,0,0,3.055,0,0,0,191,188.3,23.57
2019-01-18 2:45,13.11,884.234,-7.728,0.075,94.3,0.047,-3.842,-9.43,0,0,3.055,0,0,0,190.7,188,23.98
2019-01-18 3:00,13.08,884.2572,-7.962,0.067,94.1,0.047,-3.881,-10.16,0,0,3.046,0,0,0,190.6,187.8,24.01
2019-01-18 3:15,13.04,884.5831,-8.1,0.027,95,0.047,-3.92,-10.05,0,0,3.047,0,0,0,190.6,187.8,24.06
2019-01-18 3:30,13.05,884.5831,-8.07,0.031,94.2,0.047,-3.961,-9.98,0,0,3.043,0,0,0,190.9,188.1,23.41
2019-01-18 3:45,13.04,884.5831,-8.3,0.059,94.5,0.046,-4.002,-10.1,0,0,3.021,0,0,0,192.5,189.5,20.83
2019-01-18 4:00,13.01,884.6124,-8.38,0.02,94.1,0.046,-4.043,-9.82,0,0,3.022,0,0,0,194.1,191.1,20.07
2019-01-18 4:15,12.99,885.0228,-8.29,0.023,94,0.046,-4.081,-9.25,0,0,3.021,0,0,0,193.9,190.9,20.26
2019-01-18 4:30,12.99,885.0228,-8.24,0.025,93.9,0.046,-4.114,-8.91,0,0,3.022,0,0,0,194.2,191.2,20.4
2019-01-18 4:45,12.99,885.0228,-8.24,0.056,93.4,0.046,-4.141,-9.28,0,0,3.028,0,0,0,194.3,191.3,20.62
2019-01-18 5:00,12.96,885.0616,-8.3,0.032,93.3,0.046,-4.165,-9.24,0,0,3.142,0,0,0,194.1,191.2,20.65
2019-01-18 5:15,12.94,885.6054,-8.28,0.039,94.2,0.045,-4.186,-8.61,0,0,3.16,0,0,0,194,191,20.9
2019-01-18 5:30,12.95,885.6054,-7.993,0.08,94,0.045,-4.202,-8.1,0,0,3.155,0,0,0,193.9,191,19.9
2019-01-18 5:45,12.95,885.6054,-7.829,0.041,94,0.045,-4.211,-7.821,0,0,3.155,0,0,0,196.3,193.4,17.97
2019-01-18 6:00,12.92,885.6435,-7.703,0.027,94,0.045,-4.213,-7.73,0,0,3.158,0,0,0,193,190.3,23.52
2019-01-18 6:15,12.91,886.1772,-7.631,0.019,94,0.045,-4.209,-7.672,0,0,3.161,0,0,0,191.4,188.7,23.54
2019-01-18 6:30,12.92,886.1772,-7.567,0.018,93.9,0.045,-4.2,-7.634,0,0,3.035,0,0,0,193.7,191,17.58
2019-01-18 6:45,12.92,886.1772,-7.502,0.037,94,0.044,-4.188,-7.508,0,0,3.029,0,0,0,193.4,190.7,24.02
2019-01-18 7:00,12.9,886.214,-7.421,0.032,94.3,0.044,-4.173,-7.39,0,0,3.029,0,0,0,190,187.4,24.43
2019-01-18 7:15,12.88,886.7288,-7.325,0.03,94.2,0.044,-4.155,-7.265,0,0,3.008,0,0,0,190.1,187.5,23.99
2019-01-18 7:30,12.89,886.7288,-7.249,0.023,94.2,0.044,-4.135,-7.234,0,0,3.044,0,0,0,192.9,190.4,24.15
2019-01-18 7:45,12.89,886.7288,-7.185,0.024,94.3,0.044,-4.114,-7.173,0,0,3.051,0,0,0,190.4,187.9,23.49
2019-01-18 8:00,12.88,886.768,-7.136,0.015,94.3,0.044,-4.09,-7.181,0,0,3.038,0,0,0,189.7,187.2,24.97
2019-01-18 8:15,12.86,887.3173,-7.139,0.01,94.2,0.044,-4.066,-7.247,0,0,3.035,0,0,0,189,186.6,25.38
2019-01-18 8:30,12.87,887.3173,-7.148,0.013,94.4,0.044,-4.042,-7.315,0,0,3.05,0,0,0,188.7,186.2,25.72
2019-01-18 8:45,12.88,887.3173,-7.141,0.01,94.3,0.044,-4.018,-7.415,0,0,3.043,0,0,0,188.7,186.2,25.52
2019-01-18 9:00,12.86,887.3513,-7.176,0.023,94.2,0.043,-3.995,-7.592,0,0,3.042,0,0,0,188.7,186.2,25.57
2019-01-18 9:15,12.85,887.827,-7.238,0.02,94.3,0.043,-3.973,-7.74,0,0,3.117,0,0,0,188.6,186,25.78
2019-01-18 9:30,12.86,887.827,-7.29,0.019,94.3,0.043,-3.953,-7.885,0,0,3.101,0,0,0,188.5,186,25.87
2019-01-18 9:45,12.86,887.827,-7.322,0.04,94.2,0.043,-3.935,-8.1,0,0,3.081,0,0,0,188.5,185.9,25.9
2019-01-18 10:00,12.84,887.8803,-7.382,0.018,94.3,0.043,-3.919,-7.937,0,0,3,0,0,0,188.4,185.9,25.93
2019-01-18 10:15,12.83,888.6281,-7.351,0.025,94.6,0.043,-3.905,-7.753,0,0,3.197,0,0,0,188.4,185.8,25.95
2019-01-18 10:30,12.84,888.6281,-7.407,0.097,94,0.043,-3.892,-8.42,0,0,3.255,0,0,0,188.4,185.9,25.9
2019-01-18 10:45,12.85,888.6281,-7.673,0.079,94.3,0.043,-3.881,-9.78,0,0,3.215,0,0,0,188.6,185.9,25.88
2019-01-18 11:00,12.83,888.6595,-7.962,0.074,94.1,0.043,-3.877,-10.04,0,0,3.006,0,0,0,188.7,185.9,25.89
2019-01-18 11:15,12.82,889.0999,-8.16,0.052,94.2,0.043,-3.877,-10.12,0,0,2.978,0,0,0,188.7,185.9,25.9
2019-01-18 11:30,12.83,889.0999,-8.26,0.042,94.4,0.043,-3.882,-10.21,0,0,2.975,0,0,0,188.8,186,25.62
2019-01-18 11:45,12.83,889.0999,-8.33,0.028,93.8,0.043,-3.892,-9.63,0,0,3.236,0,0,0,189,186.1,25.63
2019-01-18 12:00,12.82,889.1328,-8.32,0.019,93.6,0.042,-3.903,-9.16,0,0,3.031,0,0,0,189,186.1,25.66
2019-01-18 12:15,12.81,889.5931,-8.32,0.013,93.6,0.042,-3.913,-9.02,0,0,3.229,0,0,0,189,186.1,25.64
2019-01-18 12:30,12.82,889.5931,-8.34,0.072,93.5,0.042,-3.923,-9.73,0,0,3.03,0,0,0,189.1,186.2,25.63
2019-01-18 12:45,12.82,889.5931,-8.42,0.021,93.3,0.042,-3.933,-9.52,0,0,2.782,0,0,0,189.1,186.2,25.63
2019-01-18 13:00,12.81,889.6291,-8.29,0.078,94.3,0.042,-3.944,-8.75,0,0,3.044,0,0,0,189,186.1,25.67
2019-01-18 13:15,12.8,890.1323,-8.08,0.035,94,0.042,-3.952,-8.74,0,0,3.23,0,0,0,189,186.2,25.55
2019-01-18 13:30,12.81,890.1323,-8.09,0.018,93.7,0.042,-3.957,-8.76,0,0,2.883,0,0,0,189,186.2,25.64
2019-01-18 13:45,12.82,890.1323,-8.01,0.06,94.4,0.042,-3.962,-8.36,0,0,3.263,0,0,0,188.9,186.1,25.67
2019-01-18 14:00,12.8,890.1628,-7.821,0.024,93.8,0.042,-3.964,-8.07,0,0,2.94,0,0,0,188.9,186.1,25.61
2019-01-18 14:15,12.79,890.5905,-7.984,0.092,93.2,0.042,-3.963,-9.07,0,0,3.241,0,0,0,189,186.2,25.54
2019-01-18 14:30,12.81,890.5905,-8.31,0.063,93.5,0.042,-3.962,-9.85,0,0,2.79,0,0,0,189.1,186.2,25.52
2019-01-18 14:45,12.81,890.5905,-8.4,0.024,93.9,0.042,-3.965,-9.12,0,0,3.218,0,0,0,189.1,186.2,25.64
2019-01-18 15:00,12.79,890.64,-8.17,0.113,94.4,0.042,-3.968,-8.35,0,0,2.917,0,0,0,189,186.2,25.64
2019-01-18 15:15,12.79,891.3349,-7.931,0.023,94,0.042,-3.968,-8.21,0,0,2.966,0,0,0,189,186.2,25.6
2019-01-18 15:30,12.8,891.3349,-7.897,0.013,93.6,0.042,-3.966,-8.31,0,0,2.907,0,0,0,189,186.2,25.58
2019-01-18 15:45,12.81,891.3349,-7.891,0.031,93.9,0.041,-3.96,-7.995,0,0,3.003,0,0,0,188.9,186.2,25.59
2019-01-18 16:00,12.79,891.3803,-7.738,0.053,93.6,0.041,-3.95,-7.585,0,0,3.24,0,0,0,188.9,186.2,25.57
2019-01-18 16:15,12.77,892.0169,-7.498,0.083,93.5,0.041,-3.932,-7.309,0,0,47.12,0,0,0,188.8,186.2,25.54
2019-01-18 16:30,12.79,892.0169,-7.252,0.07,93,0.041,-3.907,-7.016,0,0,47.25,0,0,0,188.9,186.4,25.24
2019-01-18 16:45,12.81,892.0169,-6.952,0.077,92.7,0.041,-3.876,-6.663,0,0,47.33,0,0,0,189,186.6,25.16
2019-01-18 17:00,12.81,892.0634,-6.644,0.059,91.8,0.041,-3.839,-6.21,0,0,47.33,0,0,0,188.9,186.6,25.18
2019-01-18 17:15,12.82,892.7128,-6.459,0.058,92,0.041,-3.794,-6.037,0,0,39.22,0,0,0,188.9,186.6,25.19
2019-01-18 17:30,12.85,892.7128,-6.205,0.118,92.2,0.041,-3.749,-5.588,0,0,39.14,0,0,0,188.8,186.6,25.14
2019-01-18 17:45,12.89,892.7128,-5.786,0.168,90.2,0.041,-3.683,-4.916,0,0,44.8,0,0,0,188.7,186.6,25.07
2019-01-18 18:00,12.91,892.7738,-5.221,0.105,89.6,0.041,-3.61,-4.245,0,0,44.67,0,0,0,188.6,186.7,25.02
2019-01-18 18:15,12.94,893.6291,-4.904,0.103,88.3,0.041,-3.533,-3.767,0,0,30.13,0,0,0,188.4,186.7,25.08
2019-01-18 18:30,13.02,893.6291,-4.265,0.185,85.3,0.041,-3.441,-2.715,0,0,169.7,0,0,0,188.3,186.8,24.93
2019-01-18 18:45,13.13,893.6291,-3.897,0.176,82.5,0.041,-3.336,-2.366,0,0,146.8,0,0,0,188.2,186.8,24.85
2019-01-18 19:00,13.65,893.6318,-3.223,0.096,82.2,0.041,-3.166,-0.886,0.171,0.191,201.5,0.172,171.3,28.09,188,186.9,24.89
2019-01-18 19:15,14.29,893.6697,-3.007,0.147,81,0.041,-3.031,-0.479,0.256,0.208,108.8,0.256,127.4,70.11,187.9,186.9,24.87
2019-01-18 19:30,14.73,893.6697,-2.578,0.145,80.1,0.041,-2.926,-0.881,0.333,0.233,54.9,0.333,106.3,51.86,187.8,186.9,24.7
2019-01-18 19:45,14.73,893.6697,-2.305,0.054,81,0.041,-2.827,-1.029,0.3,0.198,84.8,0.3,113.8,48.31,188,187.2,24.58
2019-01-18 20:00,14.73,893.6912,-2.155,0.111,82.9,0.04,-2.72,-0.579,0.267,0.268,171.5,0.267,173.1,39.07,187.8,187.1,24.75
2019-01-18 20:15,14.73,893.992,-2.169,0.119,81.1,0.04,-2.623,-0.725,0.428,0.319,150.4,0.428,196.8,33.4,187.8,187.1,24.61
2019-01-18 20:30,14.73,893.992,-1.789,0.226,77.39,0.04,-2.515,0.004,0.381,0.28,204.9,0.381,187.8,28.77,187.9,187.2,24.41
2019-01-18 20:45,14.74,893.992,-1.767,0.126,80.2,0.04,-2.417,-0.451,0.634,0.331,190,0.634,183.9,27.4,187.8,187.2,24.62
2019-01-18 21:00,14.73,893.9771,-1.732,0.178,79.46,0.04,-2.328,-0.612,0.502,0.231,187.4,0.502,198.6,14.22,187.8,187.2,24.6
2019-01-18 21:15,14.66,893.7686,-1.23,0.167,78.87,0.04,-2.209,0.437,0.567,0.311,207.5,0.567,193.2,15.28,187.7,187.2,24.48
2019-01-18 21:30,14.36,893.7686,-1.097,0.204,80.4,0.04,-2.13,0.627,0.372,0.296,217,0.372,201.1,18.63,187.7,187.3,24.57
2019-01-18 21:45,14.38,893.7686,-1.425,0.065,82.2,0.04,-2.126,-1.677,0.218,0.282,209.6,0.218,194.9,11.74,187.7,187.2,24.52
2019-01-18 22:00,14.39,893.7626,-1.174,0.05,82.2,0.04,-2.078,-2.113,0.068,0.123,172.7,0.068,205.3,10,187.8,187.4,24.6
2019-01-18 22:15,14.43,893.6787,-1.401,0.085,85.1,0.04,-2.041,-1.916,0.391,0.311,209.9,0.391,194.8,13.94,187.8,187.3,24.61
2019-01-18 22:30,14.47,893.6787,-1.54,0.059,85.6,0.04,-2.022,-1.557,0.159,0.192,173.3,0.159,182.1,14.01,187.8,187.3,24.46
2019-01-18 22:45,14.46,893.6787,-1.784,0.07,86.9,0.04,-2.025,-2.055,0.433,0.31,192.4,0.433,204.5,22.6,187.9,187.3,24.47
2019-01-18 23:00,14.02,893.7303,-1.973,0.052,88.6,0.04,-2.037,-2.46,0.172,0.211,190.8,0.172,183,17.48,188,187.3,24.48
2019-01-18 23:15,13.97,894.4512,-2.025,0.016,89.2,0.04,-2.042,-2.677,0.037,0.092,211.6,0.037,204.3,4.253,188.1,187.4,24.38
2019-01-18 23:30,14.05,894.4512,-2.14,0.077,90.1,0.04,-2.049,-3.019,0.141,0.123,192.3,0.141,199.7,8.53,188.2,187.4,24.35
2019-01-18 23:45,13.86,894.4512,-2.526,0.119,91.7,0.04,-2.06,-5.247,0.026,0.053,152.5,0.026,168.7,18.06,188.3,187.5,24.24
2019-01-19 0:00,13.73,894.4525,-3.014,0.168,94.3,0.04,-2.079,-7.347,0.006,0.023,168.7,0.006,168.7,0,188.8,187.7,24.06
2019-01-19 0:15,13.59,894.4703,-3.614,0.142,96.4,0.04,-2.113,-9.07,0,0,163.4,0,0,0,189.3,188.1,23.65
2019-01-19 0:30,13.51,894.4703,-4.137,0.149,97.9,0.04,-2.161,-10.02,0,0,163.6,0,0,0,189.4,188,24.02
2019-01-19 0:45,13.45,894.4703,-4.433,0.082,97.9,0.04,-2.22,-9.04,0,0,163.5,0,0,0,189.8,188.2,23.85
2019-01-19 1:00,13.38,894.4703,-4.545,0.116,97.5,0.04,-2.283,-8.3,0.008,0.016,163.4,0.008,163.8,0.03,189.4,187.8,23.97
2019-01-19 1:15,13.31,894.4706,-4.545,0.097,96.9,0.04,-2.348,-7.426,0.002,0.009,163.6,0.002,163.8,0,189.4,187.8,23.93
2019-01-19 1:30,13.28,894.4706,-4.707,0.042,98,0.04,-2.411,-7.755,0,0,163.5,0,0,0,189.6,188,23.81
2019-01-19 1:45,13.25,894.4706,-4.92,0.068,97.6,0.04,-2.47,-8.7,0,0,164.1,0,0,0,189.7,188,24.07
2019-01-19 2:00,13.2,894.4869,-5.334,0.088,97.5,0.04,-2.528,-8.18,0.004,0.01,163.4,0.004,163.8,0.011,189.7,187.8,24
2019-01-19 2:15,13.16,894.716,-5.368,0.066,97.2,0.04,-2.586,-8.36,0,0,163.8,0,0,0,189.9,188,23.79
2019-01-19 2:30,13.15,894.716,-5.335,0.165,97.3,0.04,-2.639,-8.02,0.215,0.232,44.23,0.215,52.48,27.54,189.7,187.8,24.15
2019-01-19 2:45,13.13,894.716,-5.031,0.029,96.6,0.04,-2.691,-5.864,0.13,0.212,209.5,0.13,234.8,64.19,189.4,187.7,23.96
2019-01-19 3:00,13.1,894.7155,-4.963,0.019,96.2,0.04,-2.733,-5.858,0,0,210,0,0,0,189.3,187.6,24.22
2019-01-19 3:15,13.07,894.7072,-4.965,0.016,96.5,0.04,-2.767,-5.882,0,0,210,0,0,0,189.4,187.6,24.12
2019-01-19 3:30,13.07,894.7072,-4.976,0.034,96.5,0.04,-2.795,-6,0,0,209.6,0,0,0,189.4,187.6,24.18
2019-01-19 3:45,13.06,894.7072,-5.008,0.028,96.6,0.04,-2.817,-5.859,0,0,209.9,0,0,0,189.3,187.5,24.04
2019-01-19 4:00,13.04,894.6778,-5.013,0.03,96.6,0.04,-2.834,-6.064,0,0,209.6,0,209.5,0,189.4,187.6,24.07
2019-01-19 4:15,13.01,894.2656,-5.124,0.051,96.2,0.04,-2.847,-6.222,0,0,209.6,0,0,0,189.4,187.6,24.04
2019-01-19 4:30,13.02,894.2656,-5.197,0.03,96.4,0.04,-2.857,-6.22,0.005,0.017,209.6,0.005,209.9,0.04,189.4,187.6,24.12
2019-01-19 4:45,13.01,894.2656,-5.241,0.018,96.6,0.04,-2.867,-6.123,0,0,209.6,0,0,0,189.4,187.6,24.32
2019-01-19 5:00,12.99,894.2379,-5.219,0.015,96.3,0.04,-2.874,-5.783,0,0,209.6,0,0,0,189.3,187.5,24.39
2019-01-19 5:15,12.97,893.8486,-5.177,0.038,95.9,0.04,-2.879,-5.876,0,0,209.6,0,0,0,189.3,187.5,24.33
2019-01-19 5:30,12.98,893.8486,-5.27,0.031,96,0.04,-2.882,-6.029,0,0,209.6,0,0,0,189.4,187.6,24.33
2019-01-19 5:45,12.98,893.8486,-5.358,0.018,96,0.04,-2.884,-6.164,0,0,209.6,0,0,0,189.4,187.5,24.32
2019-01-19 6:00,12.95,893.8365,-5.346,0.069,96.7,0.04,-2.887,-6.211,0,0,209.5,0,0,0,189.3,187.5,24.39
2019-01-19 6:15,12.93,893.6673,-5.232,0.019,96.4,0.04,-2.888,-5.899,0.003,0.012,209.6,0.003,209.6,0.018,189.4,187.6,24.33
2019-01-19 6:30,12.95,893.6673,-5.148,0.068,96.7,0.04,-2.89,-6.445,0.008,0.023,114.9,0.008,115,0.053,189.4,187.6,24.31
2019-01-19 6:45,12.95,893.6673,-5.043,0.123,97.5,0.04,-2.893,-6.582,0.001,0.002,112.7,0.001,112.7,0.072,189.4,187.7,23.87
2019-01-19 7:00,12.93,893.6638,-4.888,0.028,97.6,0.04,-2.899,-6.449,0,0,113,0,0,0,189.3,187.6,23.87
2019-01-19 7:15,12.91,893.6137,-4.964,0.051,97.2,0.04,-2.906,-6.716,0,0,112.6,0,0,0,189.4,187.6,24.34
2019-01-19 7:30,12.92,893.6137,-4.887,0.125,98.1,0.04,-2.912,-6.72,0.002,0.008,203.4,0.002,195.1,0.004,189.3,187.6,24.24
2019-01-19 7:45,12.92,893.6137,-4.794,0.061,97.6,0.04,-2.92,-6.348,0,0,168.8,0,0,0,189.2,187.6,24.27
2019-01-19 8:00,12.9,893.5552,-4.684,0.144,98.3,0.04,-2.928,-5.993,0.006,0.022,92.8,0.006,107.8,0,189.2,187.5,24.1
2019-01-19 8:15,12.89,892.736,-4.501,0.051,97.8,0.04,-2.936,-5.761,0.005,0.018,92.8,0.005,92.8,0.004,189,187.4,24.36
2019-01-19 8:30,12.9,892.736,-4.332,0.049,97.8,0.04,-2.941,-5.609,0,0,92.9,0,0,0,188.9,187.4,24.61
2019-01-19 8:45,12.9,892.736,-4.148,0.121,98.3,0.04,-2.944,-5.415,0.009,0.022,92.9,0.009,92.8,0.063,188.9,187.4,24.28
2019-01-19 9:00,12.88,892.6771,-4.113,0.042,97.9,0.04,-2.945,-5.328,0,0,92.8,0,0,0,188.9,187.4,24.36
2019-01-19 9:15,12.87,891.8535,-4.161,0.047,97.3,0.04,-2.943,-5.418,0,0,92.8,0,0,0,188.8,187.4,24.35
2019-01-19 9:30,12.88,891.8535,-3.994,0.129,96.4,0.04,-2.94,-5.002,0.069,0.111,220.4,0.069,173.5,34.23,188.8,187.4,24.37
2019-01-19 9:45,12.89,891.8535,-3.965,0.085,98,0.04,-2.933,-4.874,0.014,0.043,115.4,0.014,116.8,0.009,188.7,187.4,24.43
2019-01-19 10:00,12.87,891.8067,-3.777,0.063,97.4,0.04,-2.926,-4.788,0,0.001,330.7,0,55.45,0,188.7,187.4,24.49
2019-01-19 10:15,12.86,891.1522,-3.529,0.299,97,0.041,-2.916,-4.703,0.014,0.029,114.7,0.014,155.5,26.02,188.5,187.3,24.07
2019-01-19 10:30,12.87,891.1522,-2.569,0.289,94.8,0.041,-2.902,-3.538,0.249,0.289,151.1,0.249,156.6,59.46,188.3,187.4,24.69
2019-01-19 10:45,12.87,891.1522,-1.758,0.204,92.6,0.041,-2.881,-2.609,0.551,0.387,285.1,0.551,199.7,52.12,188.1,187.5,24.35
2019-01-19 11:00,12.86,891.1312,-1.38,0.116,92.3,0.041,-2.845,-2.149,1.031,0.529,187.5,1.031,191.7,37.9,188.1,187.6,24.13
2019-01-19 11:15,12.85,890.8378,-1.309,0.038,93.7,0.041,-2.801,-1.962,0.642,0.449,155.3,0.642,199.8,41.27,188.1,187.6,24.03
2019-01-19 11:30,12.86,890.8378,-1.356,0.056,95.6,0.041,-2.758,-1.864,0.576,0.413,148.3,0.576,156.5,49.71,188.3,187.8,24.24
2019-01-19 11:45,12.87,890.8378,-1.509,0.033,96.1,0.041,-2.717,-2.039,0.82,0.513,187.5,0.82,182.7,31.15,187.5,187,24.87
2019-01-19 12:00,12.85,890.7927,-1.554,0.053,95.7,0.041,-2.673,-2.109,0.787,0.374,118.7,0.787,185.3,43.19,187.3,186.8,24.95
2019-01-19 12:15,12.84,890.1628,-1.446,0.034,95,0.041,-2.625,-1.937,0.974,0.484,235.4,0.974,208.5,38.67,187.2,186.7,25.26
2019-01-19 12:30,12.86,890.1628,-1.391,0.025,94.8,0.041,-2.571,-1.965,1.194,0.345,216.5,1.194,170.9,32.6,187.2,186.7,25.07
2019-01-19 12:45,12.86,890.1628,-1.43,0.023,94.7,0.041,-2.528,-2.034,0.844,0.449,55.88,0.844,183.5,48.65,187.3,186.8,24.89
2019-01-19 13:00,12.85,890.1057,-1.442,0.019,94.2,0.041,-2.494,-2.19,0.38,0.369,139.1,0.38,178.7,59.82,187.3,186.8,25.06
2019-01-19 13:15,12.84,889.3073,-1.497,0.028,93.9,0.041,-2.459,-2.342,0.424,0.319,43.29,0.424,182.4,80.7,187.3,186.8,25
2019-01-19 13:30,12.86,889.3073,-1.654,0.094,95.4,0.041,-2.427,-2.485,0.15,0.118,43.92,0.15,127.2,59.97,187.4,186.9,24.92
2019-01-19 13:45,12.86,889.3073,-1.585,0.079,92.8,0.041,-2.397,-2.327,0.424,0.282,205.1,0.424,208.3,28.92,187.4,186.8,24.74
2019-01-19 14:00,12.85,889.2498,-1.58,0.052,94.5,0.041,-2.369,-2.462,0.2,0.175,68.89,0.2,165.6,54.4,187.4,186.8,24.95
2019-01-19 14:15,12.84,888.4454,-1.529,0.13,91.6,0.041,-2.341,-2.531,0.433,0.419,133.7,0.433,172.3,42.24,187.3,186.8,24.86
2019-01-19 14:30,12.85,888.4454,-1.15,0.046,90.5,0.041,-2.311,-2.037,0.482,0.372,227,0.482,202.5,34.39,187.2,186.8,24.88
2019-01-19 14:45,12.86,888.4454,-1.013,0.039,91,0.041,-2.284,-1.864,0.703,0.428,240.9,0.703,203.7,17.52,187.2,186.8,24.97
2019-01-19 15:00,12.84,888.4224,-1.138,0.054,90.8,0.041,-2.258,-1.884,0.562,0.336,118,0.562,199.2,32.01,187.2,186.8,24.89
2019-01-19 15:15,12.83,888.0999,-1.01,0.074,91.7,0.041,-2.231,-1.708,0.369,0.393,89,0.369,181.5,48.86,187.3,187,24.77
2019-01-19 15:30,12.85,888.0999,-1.474,0.142,95.4,0.041,-2.206,-2.254,0.181,0.174,47.55,0.181,75.11,16.7,187.5,187,24.76
2019-01-19 15:45,12.85,888.0999,-1.624,0.064,95.7,0.041,-2.181,-2.291,0.095,0.136,37.35,0.095,31.84,28.21,187.9,187.3,23.98
2019-01-19 16:00,12.85,888.0787,-1.547,0.098,95.4,0.041,-2.151,-2.174,0.173,0.191,334,0.173,27.86,24.86,188.2,187.6,24.11
2019-01-19 16:15,12.88,887.7814,-1.359,0.052,95.5,0.042,-2.115,-1.849,0.052,0.094,48.46,0.052,53.95,14.45,187.9,187.5,24.45
2019-01-19 16:30,12.93,887.7814,-1.251,0.037,95.9,0.042,-2.079,-1.741,0.057,0.111,38.82,0.057,27.35,11.42,187.9,187.5,24.33
2019-01-19 16:45,12.99,887.7814,-1.109,0.056,95.8,0.042,-2.04,-1.455,0.019,0.067,103.5,0.019,39.08,0.01,187.9,187.5,24.23
2019-01-19 17:00,12.97,887.7953,-1.104,0.106,94.5,0.042,-2.012,-1.463,0.055,0.1,131.9,0.055,129.1,31.55,187.8,187.5,24.21
2019-01-19 17:15,12.97,887.9905,-0.776,0.191,91.9,0.042,-1.961,-1.015,0.38,0.393,210.3,0.38,213.1,21.16,188.6,188.4,23.45
2019-01-19 17:30,13.03,887.9905,-0.362,0.049,92.5,0.042,-1.904,-0.426,0.451,0.31,116.8,0.451,148.1,42.67,188.2,188.1,23.97
2019-01-19 17:45,13.06,887.9905,-0.187,0.054,92.4,0.042,-1.861,-0.254,0.254,0.257,69.18,0.254,127.1,60.65,188.3,188.2,23.4
2019-01-19 18:00,13.05,888.0121,-0.281,0.047,94.5,0.042,-1.816,-0.529,0.205,0.204,128.4,0.205,134.3,57.55,189.3,189.2,21.55
